시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
충남,보령시,교량위,3,0,7,3,4,0
충남,보령시,고가도로위,1,0,2,1,1,0
충남,보령시,기타단일로,211,17,293,141,150,2
충남,보령시,교차로내,128,6,214,70,143,1
충남,보령시,교차로횡단보도내,23,0,24,17,6,1
충남,보령시,교차로부근,59,1,90,24,66,0
충남,보령시,주차장,5,0,13,3,10,0
충남,보령시,기타,14,0,16,3,13,0
충남,공주시,터널안,5,3,16,2,14,0
충남,공주시,교량위,13,1,27,10,15,2
충남,공주시,고가도로위,1,0,2,0,2,0
충남,공주시,지하차도(도로)내,2,0,2,0,2,0
충남,공주시,기타단일로,277,13,462,150,277,35
충남,공주시,교차로내,165,5,329,86,230,13
충남,공주시,교차로횡단보도내,12,2,13,8,4,1
충남,공주시,교차로부근,80,1,133,32,97,4
충남,공주시,주차장,8,0,15,2,12,1
충남,공주시,기타,35,1,48,14,34,0
충남,서산시,교량위,2,0,5,3,2,0
충남,서산시,기타단일로,347,21,501,218,263,20
충남,서산시,교차로내,283,3,421,168,239,14
충남,서산시,교차로횡단보도내,24,2,22,11,9,2
충남,서산시,교차로부근,104,4,160,48,100,12
충남,서산시,주차장,6,0,7,5,2,0
충남,서산시,기타,8,0,9,2,5,2
충남,금산군,교량위,3,0,5,2,3,0
충남,금산군,기타단일로,107,9,154,63,89,2
충남,금산군,교차로내,90,2,146,45,100,1
충남,금산군,교차로횡단보도내,9,0,12,4,8,0
충남,금산군,교차로부근,18,0,28,9,18,1
충남,금산군,기타,5,1,11,0,11,0
충남,태안군,교량위,5,0,18,5,12,1
충남,태안군,기타단일로,176,10,280,118,146,16
충남,태안군,교차로내,134,2,230,95,126,9
충남,태안군,교차로횡단보도내,4,1,4,2,2,0
충남,태안군,교차로부근,40,1,71,27,34,10
충남,태안군,주차장,7,0,12,5,7,0
충남,태안군,기타,4,0,5,1,3,1
충남,논산시,교량위,5,4,5,4,1,0
충남,논산시,고가도로위,1,1,1,0,1,0
충남,논산시,기타단일로,251,18,379,172,195,12
충남,논산시,교차로내,212,6,345,151,183,11
충남,논산시,교차로횡단보도내,22,1,24,21,3,0
충남,논산시,교차로부근,87,4,135,51,83,1
충남,논산시,주차장,2,0,2,0,2,0
충남,논산시,기타,1,0,1,1,0,0
충남,부여군,터널안,1,0,1,0,1,0
충남,부여군,교량위,3,1,2,1,1,0
충남,부여군,고가도로위,2,0,3,2,1,0
충남,부여군,기타단일로,122,7,159,96,61,2
충남,부여군,교차로내,74,3,94,46,48,0
충남,부여군,교차로횡단보도내,5,0,5,3,2,0
충남,부여군,교차로부근,17,1,20,9,11,0
충남,부여군,주차장,1,0,1,0,1,0
충남,부여군,기타,3,0,3,2,1,0
충남,서천군,터널안,1,0,1,1,0,0
충남,서천군,교량위,2,0,2,0,1,1
충남,서천군,기타단일로,137,9,200,76,115,9
충남,서천군,교차로내,163,6,275,91,177,7
충남,서천군,교차로횡단보도내,9,0,9,3,6,0
충남,서천군,교차로부근,36,1,62,13,46,3
충남,서천군,주차장,7,0,9,3,6,0
충남,서천군,기타,6,0,7,0,7,0
충남,청양군,터널안,1,0,1,0,1,0
충남,청양군,교량위,1,0,2,1,1,0
충남,청양군,기타단일로,110,5,173,75,95,3
충남,청양군,교차로내,61,4,108,28,80,0
충남,청양군,교차로횡단보도내,1,0,1,0,1,0
충남,청양군,교차로부근,31,2,51,19,32,0
충남,청양군,기타,1,0,3,1,2,0
충남,홍성군,터널안,1,0,5,2,3,0
충남,홍성군,기타단일로,172,10,240,93,146,1
충남,홍성군,교차로내,156,3,232,73,159,0
충남,홍성군,교차로횡단보도내,1,0,1,1,0,0
충남,홍성군,교차로부근,30,0,50,5,45,0
충남,홍성군,주차장,5,0,6,3,3,0
충남,홍성군,철길건널목,1,1,0,0,0,0
충남,홍성군,기타,4,0,4,0,4,0
충남,예산군,터널안,2,1,1,1,0,0
충남,예산군,교량위,7,1,13,4,8,1
충남,예산군,기타단일로,173,17,247,83,161,3
충남,예산군,교차로내,130,3,241,77,160,4
충남,예산군,교차로횡단보도내,5,0,5,3,2,0
충남,예산군,교차로부근,50,2,82,32,49,1
충남,예산군,주차장,1,0,1,0,1,0
충남,예산군,기타,4,0,4,4,0,0
충남,당진시,교량위,12,0,95,50,43,2
충남,당진시,기타단일로,390,27,618,204,391,23
충남,당진시,교차로내,258,1,421,127,275,19
충남,당진시,교차로횡단보도내,29,1,31,14,14,3
충남,당진시,교차로부근,104,4,167,55,105,7
충남,당진시,주차장,5,0,5,1,3,1
충남,당진시,기타,19,0,26,10,16,0
충남,계룡시,기타단일로,19,0,27,8,18,1
충남,계룡시,교차로내,37,1,53,16,36,1
충남,계룡시,교차로횡단보도내,4,0,4,1,3,0
충남,계룡시,교차로부근,11,0,15,1,14,0
충남,계룡시,주차장,1,0,1,1,0,0
전북,전주시,터널안,3,0,7,0,7,0
전북,전주시,교량위,4,0,8,1,7,0
전북,전주시,지하차도(도로)내,1,1,1,1,0,0
전북,전주시,기타단일로,984,23,1508,284,1205,19
전북,전주시,교차로내,878,16,1441,288,1140,13
전북,전주시,교차로횡단보도내,135,4,141,56,85,0
전북,전주시,교차로부근,361,8,618,93,498,27
전북,전주시,주차장,2,0,3,0,3,0
전북,전주시,기타,62,2,83,13,70,0
전북,전주시,불명,1,0,1,1,0,0
전북,군산시,터널안,1,0,1,0,1,0
전북,군산시,교량위,4,0,6,4,2,0
전북,군산시,지하차도(도로)내,23,0,36,5,31,0
전북,군산시,기타단일로,441,17,624,125,483,16
전북,군산시,교차로내,519,9,768,140,606,22
전북,군산시,교차로횡단보도내,49,2,48,23,22,3
전북,군산시,교차로부근,198,3,327,58,261,8
전북,군산시,주차장,5,0,5,2,2,1
전북,군산시,기타,23,0,25,6,19,0
전북,군산시,불명,3,0,3,1,2,0
전북,정읍시,터널안,3,0,6,0,6,0
전북,정읍시,교량위,5,0,9,6,3,0
전북,정읍시,기타단일로,272,13,397,120,272,5
전북,정읍시,교차로내,338,6,558,106,447,5
전북,정읍시,교차로횡단보도내,14,1,16,4,12,0
전북,정읍시,교차로부근,87,4,127,26,96,5
전북,정읍시,주차장,3,0,3,2,1,0
전북,정읍시,기타,11,3,12,4,7,1
전북,정읍시,불명,1,0,1,1,0,0
전북,남원시,터널안,3,1,2,0,2,0
전북,남원시,교량위,3,0,3,2,1,0
전북,남원시,기타단일로,113,14,162,56,106,0
전북,남원시,교차로내,119,5,169,52,117,0
전북,남원시,교차로횡단보도내,16,1,17,5,12,0
전북,남원시,교차로부근,29,3,32,11,21,0
전북,남원시,주차장,3,0,3,2,1,0
전북,남원시,기타,6,1,9,1,8,0
전북,김제시,교량위,2,0,2,0,2,0
전북,김제시,기타단일로,242,13,418,106,307,5
전북,김제시,교차로내,214,5,319,87,231,1
전북,김제시,교차로횡단보도내,9,1,10,2,8,0
전북,김제시,교차로부근,59,3,103,22,81,0
전북,김제시,기타,4,2,2,1,1,0
전북,완주군,터널안,1,0,1,0,0,1
전북,완주군,교량위,3,2,2,0,2,0
전북,완주군,고가도로위,1,0,1,0,0,1
전북,완주군,기타단일로,116,14,168,56,112,0
전북,완주군,교차로내,73,4,110,32,77,1
전북,완주군,교차로횡단보도내,9,1,10,3,7,0
전북,완주군,교차로부근,29,2,42,9,32,1
전북,완주군,주차장,1,0,1,1,0,0
전북,완주군,기타,2,1,3,1,2,0
전북,진안군,터널안,1,0,1,1,0,0
전북,진안군,지하차도(도로)내,2,0,3,1,2,0
전북,진안군,기타단일로,31,5,39,21,18,0
전북,진안군,교차로내,16,2,37,12,25,0
전북,진안군,교차로부근,10,2,12,2,10,0
전북,무주군,교량위,2,0,5,2,2,1
전북,무주군,기타단일로,64,9,124,41,83,0
전북,무주군,교차로내,48,0,82,22,59,1
전북,무주군,교차로횡단보도내,1,0,1,1,0,0
전북,무주군,교차로부근,12,1,35,17,18,0
전북,무주군,주차장,1,0,1,1,0,0
전북,무주군,기타,3,0,3,0,3,0
전북,장수군,터널안,1,1,1,1,0,0
전북,장수군,기타단일로,22,7,26,14,11,1
전북,장수군,교차로내,21,2,27,12,14,1
전북,장수군,교차로부근,7,0,13,3,9,1
전북,장수군,기타,8,0,10,9,1,0
전북,임실군,교량위,2,0,3,0,3,0
전북,임실군,기타단일로,47,5,86,40,46,0
전북,임실군,교차로내,35,1,55,22,33,0
전북,임실군,교차로부근,12,2,15,6,9,0
전북,임실군,주차장,1,0,1,0,1,0
전북,임실군,기타,2,0,3,1,2,0
전북,순창군,교량위,4,2,7,2,5,0
전북,순창군,기타단일로,80,8,108,37,70,1
전북,순창군,교차로내,54,3,85,22,63,0
전북,순창군,교차로횡단보도내,1,0,1,0,1,0
전북,순창군,교차로부근,9,0,13,5,8,0
전북,순창군,주차장,2,1,3,2,1,0
전북,순창군,기타,4,0,4,2,1,1
전북,고창군,기타단일로,77,13,120,56,63,1
전북,고창군,교차로내,67,3,112,38,71,3
전북,고창군,교차로횡단보도내,6,0,6,3,3,0
전북,고창군,교차로부근,21,1,26,13,12,1
전북,고창군,주차장,1,0,1,1,0,0
전북,고창군,기타,3,0,6,0,6,0
전북,부안군,기타단일로,142,4,243,81,161,1
전북,부안군,교차로내,123,5,241,72,169,0
전북,부안군,교차로횡단보도내,6,0,6,6,0,0
전북,부안군,교차로부근,44,3,82,23,59,0
전북,부안군,주차장,3,0,3,1,2,0
전북,부안군,기타,9,0,12,2,10,0
전북,익산시,교량위,3,0,6,1,5,0
전북,익산시,고가도로위,2,0,2,0,2,0
전북,익산시,기타단일로,540,23,789,177,607,5
전북,익산시,교차로내,466,6,757,159,593,5
전북,익산시,교차로횡단보도내,81,8,92,41,51,0
전북,익산시,교차로부근,147,5,249,38,209,2
전북,익산시,주차장,4,0,5,1,4,0
전북,익산시,기타,12,0,14,1,13,0
전남,목포시,터널안,6,0,15,0,15,0
전남,목포시,교량위,4,0,10,1,9,0
전남,목포시,고가도로위,2,0,2,1,1,0
전남,목포시,기타단일로,692,16,1078,192,872,14
전남,목포시,교차로내,463,1,830,118,703,9
전남,목포시,교차로횡단보도내,52,3,57,29,28,0
전남,목포시,교차로부근,187,2,308,31,273,4
전남,목포시,주차장,11,0,13,3,10,0
전남,목포시,기타,41,1,58,7,50,1
전남,여수시,터널안,7,0,16,5,10,1
전남,여수시,교량위,9,1,28,3,25,0
전남,여수시,고가도로위,2,0,11,1,9,1
전남,여수시,기타단일로,651,33,908,238,645,25
전남,여수시,교차로내,471,7,799,129,657,13
전남,여수시,교차로횡단보도내,27,3,25,11,13,1
전남,여수시,교차로부근,192,3,300,64,232,4
전남,여수시,주차장,16,1,20,3,16,1
전남,여수시,기타,10,0,12,4,8,0
전남,순천시,터널안,7,0,15,3,11,1
전남,순천시,교량위,7,0,15,3,11,1
전남,순천시,지하차도(도로)내,2,0,4,2,2,0
전남,순천시,기타단일로,571,15,870,204,611,55
전남,순천시,교차로내,468,6,736,188,510,38
전남,순천시,교차로횡단보도내,45,1,47,24,21,2
전남,순천시,교차로부근,217,4,372,67,287,18
전남,순천시,주차장,13,0,13,2,10,1
전남,순천시,기타,19,1,22,3,18,1
전남,나주시,교량위,6,0,6,1,4,1
전남,나주시,고가도로위,5,0,11,2,9,0
전남,나주시,기타단일로,299,13,437,106,300,31
전남,나주시,교차로내,235,7,490,94,365,31
전남,나주시,교차로횡단보도내,15,0,18,4,14,0
전남,나주시,교차로부근,78,6,115,11,104,0
전남,나주시,주차장,5,0,5,1,4,0
전남,나주시,기타,8,0,15,5,8,2
전남,광양시,교량위,3,0,5,0,4,1
전남,광양시,고가도로위,1,0,1,0,1,0
전남,광양시,기타단일로,226,7,320,82,224,14
전남,광양시,교차로내,294,3,528,98,410,20
전남,광양시,교차로횡단보도내,20,0,24,11,12,1
전남,광양시,교차로부근,121,0,209,36,169,4
전남,광양시,주차장,9,0,10,1,9,0
전남,광양시,기타,9,0,10,3,7,0
전남,담양군,교량위,4,1,5,2,3,0
전남,담양군,기타단일로,140,13,185,55,129,1
전남,담양군,교차로내,102,5,188,33,155,0
전남,담양군,교차로횡단보도내,4,0,7,3,4,0
전남,담양군,교차로부근,45,0,72,11,61,0
전남,담양군,주차장,3,0,6,0,5,1
전남,담양군,기타,2,0,3,1,2,0
전남,곡성군,기타단일로,63,8,93,32,60,1
전남,곡성군,교차로내,57,3,94,26,63,5
전남,곡성군,교차로부근,21,2,32,11,20,1
전남,곡성군,주차장,1,0,1,1,0,0
전남,곡성군,기타,8,1,11,3,7,1
전남,구례군,터널안,1,0,1,1,0,0
전남,구례군,교량위,3,0,11,0,11,0
전남,구례군,기타단일로,64,5,110,37,71,2
전남,구례군,교차로내,46,1,77,20,54,3
전남,구례군,교차로부근,17,0,26,10,16,0
전남,구례군,주차장,1,0,1,0,1,0
전남,구례군,기타,1,0,1,0,1,0
전남,고흥군,교량위,2,0,2,2,0,0
전남,고흥군,기타단일로,202,10,306,119,182,5
전남,고흥군,교차로내,114,5,179,63,112,4
전남,고흥군,교차로횡단보도내,2,0,2,1,1,0
전남,고흥군,교차로부근,13,1,16,6,10,0
전남,고흥군,기타,2,0,2,0,2,0
전남,보성군,터널안,3,1,3,1,2,0
전남,보성군,지하차도(도로)내,1,0,1,0,0,1
전남,보성군,기타단일로,146,17,213,73,126,14
전남,보성군,교차로내,54,3,76,17,56,3
전남,보성군,교차로횡단보도내,1,0,1,1,0,0
전남,보성군,교차로부근,30,2,38,13,23,2
전남,보성군,주차장,1,0,1,1,0,0
전남,보성군,기타,4,1,3,1,2,0
전남,화순군,터널안,5,0,10,2,7,1
전남,화순군,교량위,3,1,12,2,9,1
전남,화순군,고가도로위,2,0,2,1,1,0
전남,화순군,기타단일로,126,8,246,64,161,21
전남,화순군,교차로내,102,2,169,35,123,11
전남,화순군,교차로횡단보도내,8,2,16,10,6,0
전남,화순군,교차로부근,30,0,49,9,28,12
전남,화순군,주차장,5,0,5,1,4,0
전남,화순군,기타,3,0,3,0,2,1
전남,장흥군,터널안,5,0,6,0,6,0
전남,장흥군,지하차도(도로)내,1,0,1,1,0,0
전남,장흥군,기타단일로,111,6,147,50,94,3
전남,장흥군,교차로내,121,5,186,44,130,12
전남,장흥군,교차로부근,18,0,24,5,17,2
전남,장흥군,주차장,3,0,3,1,2,0
전남,장흥군,기타,4,0,6,1,5,0
전남,강진군,교량위,1,1,2,2,0,0
전남,강진군,고가도로위,1,0,2,2,0,0
전남,강진군,기타단일로,156,6,246,63,173,10
전남,강진군,교차로내,94,1,181,35,138,8
전남,강진군,교차로횡단보도내,3,0,4,0,4,0
전남,강진군,교차로부근,20,3,33,4,29,0
전남,강진군,주차장,4,0,9,2,7,0
전남,강진군,기타,2,0,3,0,3,0
전남,해남군,터널안,2,0,4,1,3,0
전남,해남군,교량위,2,0,2,2,0,0
전남,해남군,고가도로위,1,0,2,1,1,0
전남,해남군,기타단일로,215,16,344,104,227,13
전남,해남군,교차로내,112,3,208,51,156,1
전남,해남군,교차로부근,40,3,77,16,55,6
전남,해남군,주차장,3,0,7,0,7,0
전남,해남군,기타,14,0,15,5,9,1
전남,영암군,교량위,4,0,4,0,4,0
전남,영암군,고가도로위,1,0,1,0,1,0
전남,영암군,기타단일로,143,12,227,49,176,2
전남,영암군,교차로내,142,4,316,66,246,4
전남,영암군,교차로횡단보도내,6,0,7,3,4,0
전남,영암군,교차로부근,82,2,145,25,118,2
전남,영암군,주차장,7,1,10,2,8,0
전남,영암군,기타,4,0,4,3,1,0
전남,무안군,터널안,2,1,6,0,6,0
전남,무안군,교량위,1,0,2,1,1,0
전남,무안군,지하차도(도로)내,1,0,4,0,4,0
전남,무안군,기타단일로,183,17,293,86,195,12
전남,무안군,교차로내,154,6,307,80,221,6
전남,무안군,교차로횡단보도내,6,0,7,5,2,0
전남,무안군,교차로부근,51,4,81,24,56,1
전남,무안군,주차장,7,0,10,1,9,0
전남,무안군,기타,7,0,11,3,8,0
전남,함평군,교량위,2,1,1,1,0,0
전남,함평군,기타단일로,99,8,159,35,104,20
전남,함평군,교차로내,53,4,112,29,72,11
전남,함평군,교차로부근,17,0,21,3,13,5
전남,함평군,주차장,6,0,6,1,4,1
전남,함평군,기타,2,0,2,0,1,1
전남,영광군,교량위,1,0,1,1,0,0
전남,영광군,고가도로위,2,0,6,2,4,0
전남,영광군,기타단일로,133,7,182,76,94,12
전남,영광군,교차로내,103,4,165,44,121,0
전남,영광군,교차로횡단보도내,3,0,3,2,1,0
전남,영광군,교차로부근,12,1,19,8,11,0
전남,영광군,기타,2,0,2,2,0,0
전남,장성군,교량위,1,0,1,0,1,0
전남,장성군,고가도로위,1,0,6,0,6,0
전남,장성군,기타단일로,113,8,165,38,113,14
전남,장성군,교차로내,96,2,198,31,153,14
전남,장성군,교차로횡단보도내,3,1,3,1,2,0
전남,장성군,교차로부근,24,1,30,3,26,1
전남,장성군,주차장,3,0,4,0,4,0
전남,장성군,기타,6,0,7,1,6,0
전남,완도군,교량위,1,0,3,1,2,0
전남,완도군,지하차도(도로)내,1,0,1,0,1,0
전남,완도군,기타단일로,110,4,163,65,96,2
전남,완도군,교차로내,43,4,64,14,49,1
전남,완도군,교차로부근,11,1,14,4,10,0
전남,완도군,주차장,1,0,1,0,1,0
전남,완도군,기타,10,0,13,3,10,0
전남,진도군,터널안,1,0,2,1,1,0
전남,진도군,교량위,1,0,1,0,1,0
전남,진도군,기타단일로,79,12,103,41,60,2
전남,진도군,교차로내,38,3,52,11,37,4
전남,진도군,교차로횡단보도내,1,1,0,0,0,0
전남,진도군,교차로부근,5,0,10,2,7,1
전남,진도군,기타,1,0,1,1,0,0
전남,신안군,교량위,1,0,1,0,1,0
전남,신안군,기타단일로,58,8,97,41,51,5
전남,신안군,교차로내,12,0,15,6,9,0
전남,신안군,교차로부근,7,0,15,4,10,1
전남,신안군,주차장,2,0,4,1,3,0
전남,신안군,기타,3,0,5,1,4,0
경북,포항시,터널안,2,0,5,2,3,0
경북,포항시,교량위,12,0,27,5,22,0
경북,포항시,고가도로위,5,0,8,2,6,0
경북,포항시,지하차도(도로)내,1,0,2,0,2,0
경북,포항시,기타단일로,1220,18,1782,459,1269,54
경북,포항시,교차로내,924,6,1493,324,1115,54
경북,포항시,교차로횡단보도내,76,1,81,42,39,0
경북,포항시,교차로부근,316,6,479,102,361,16
경북,포항시,주차장,12,0,15,1,14,0
경북,포항시,기타,21,1,27,11,15,1
경북,경주시,터널안,4,1,7,2,5,0
경북,경주시,교량위,14,1,24,3,21,0
경북,경주시,지하차도(도로)내,7,0,9,2,7,0
경북,경주시,기타단일로,848,34,1329,420,850,59
경북,경주시,교차로내,489,4,776,234,500,42
경북,경주시,교차로횡단보도내,46,1,54,31,23,0
경북,경주시,교차로부근,232,2,359,89,253,17
경북,경주시,주차장,15,0,20,6,14,0
경북,경주시,기타,20,0,21,7,13,1
경북,김천시,기타단일로,281,18,369,115,243,11
경북,김천시,교차로내,220,4,339,108,229,2
경북,김천시,교차로횡단보도내,26,0,30,12,17,1
경북,김천시,교차로부근,86,0,137,34,101,2
경북,김천시,주차장,8,0,9,3,6,0
경북,김천시,불명,1,0,1,1,0,0
경북,안동시,교량위,7,2,6,0,5,1
경북,안동시,지하차도(도로)내,1,0,1,0,1,0
경북,안동시,기타단일로,562,26,799,241,534,24
경북,안동시,교차로내,269,2,446,105,336,5
경북,안동시,교차로횡단보도내,14,0,18,6,11,1
경북,안동시,교차로부근,93,2,146,27,116,3
경북,안동시,주차장,4,0,4,1,2,1
경북,안동시,기타,16,1,28,10,18,0
경북,안동시,불명,1,0,1,0,1,0
경북,구미시,터널안,7,0,27,6,21,0
경북,구미시,교량위,12,0,21,5,11,5
경북,구미시,고가도로위,3,0,9,1,5,3
경북,구미시,지하차도(도로)내,3,0,4,2,1,1
경북,구미시,기타단일로,869,25,1231,316,791,124
경북,구미시,교차로내,642,4,939,233,583,123
경북,구미시,교차로횡단보도내,45,0,50,22,26,2
경북,구미시,교차로부근,413,6,667,134,478,55
경북,구미시,주차장,14,0,17,3,12,2
경북,구미시,기타,70,1,90,22,47,21
경북,구미시,불명,3,0,3,0,2,1
경북,영주시,교량위,6,0,8,4,4,0
경북,영주시,기타단일로,248,9,355,118,220,17
경북,영주시,교차로내,226,1,343,73,249,21
경북,영주시,교차로횡단보도내,13,0,14,4,10,0
경북,영주시,교차로부근,70,1,96,21,72,3
경북,영주시,주차장,5,0,6,0,4,2
경북,영주시,철길건널목,1,0,1,1,0,0
경북,영주시,기타,13,0,15,9,5,1
경북,영주시,불명,1,0,1,0,1,0
경북,영천시,교량위,8,1,16,3,13,0
경북,영천시,고가도로위,1,1,0,0,0,0
경북,영천시,기타단일로,287,14,475,137,327,11
경북,영천시,교차로내,221,3,353,79,271,3
경북,영천시,교차로횡단보도내,13,1,12,5,7,0
경북,영천시,교차로부근,91,4,162,23,130,9
경북,영천시,주차장,2,0,2,1,1,0
경북,영천시,기타,5,0,17,7,10,0
경북,문경시,터널안,1,1,2,0,2,0
경북,문경시,기타단일로,177,7,243,90,140,13
경북,문경시,교차로내,169,3,285,76,193,16
경북,문경시,교차로횡단보도내,14,0,15,8,6,1
경북,문경시,교차로부근,43,2,69,20,48,1
경북,문경시,주차장,1,0,2,0,2,0
경북,문경시,기타,5,0,6,1,4,1
경북,상주시,터널안,3,0,4,1,3,0
경북,상주시,교량위,4,1,3,2,1,0
경북,상주시,고가도로위,1,0,1,0,1,0
경북,상주시,지하차도(도로)내,1,0,1,1,0,0
경북,상주시,기타단일로,268,20,332,142,180,10
경북,상주시,교차로내,197,13,277,94,181,2
경북,상주시,교차로횡단보도내,16,0,16,9,7,0
경북,상주시,교차로부근,61,2,97,20,74,3
경북,상주시,기타,3,0,4,3,1,0
경북,군위군,터널안,1,1,1,0,1,0
경북,군위군,교량위,1,0,5,4,1,0
경북,군위군,기타단일로,68,9,95,37,57,1
경북,군위군,교차로내,26,1,43,12,29,2
경북,군위군,교차로부근,4,0,5,3,2,0
경북,군위군,기타,3,1,3,0,3,0
경북,의성군,교량위,2,1,2,0,2,0
경북,의성군,고가도로위,1,0,1,1,0,0
경북,의성군,지하차도(도로)내,1,0,1,1,0,0
경북,의성군,기타단일로,109,7,142,87,53,2
경북,의성군,교차로내,88,4,135,57,76,2
경북,의성군,교차로횡단보도내,3,1,2,1,1,0
경북,의성군,교차로부근,24,1,34,13,21,0
경북,의성군,주차장,1,0,1,0,0,1
경북,의성군,기타,17,2,17,11,5,1
경북,청송군,터널안,1,0,1,1,0,0
경북,청송군,교량위,2,0,7,0,7,0
경북,청송군,기타단일로,54,5,98,39,57,2
경북,청송군,교차로내,20,0,30,15,13,2
경북,청송군,교차로부근,5,0,6,3,3,0
경북,청송군,주차장,1,0,1,1,0,0
경북,청송군,기타,4,1,9,2,6,1
경북,영양군,교량위,1,1,0,0,0,0
경북,영양군,기타단일로,40,2,57,30,27,0
경북,영양군,교차로내,29,0,57,16,40,1
경북,영양군,교차로횡단보도내,2,0,2,1,1,0
경북,영양군,교차로부근,7,0,11,2,9,0
경북,영덕군,터널안,1,0,1,1,0,0
경북,영덕군,교량위,1,0,1,1,0,0
경북,영덕군,기타단일로,151,7,219,73,140,6
경북,영덕군,교차로내,100,3,179,60,113,6
경북,영덕군,교차로부근,28,0,57,7,47,3
경북,영덕군,주차장,3,0,5,0,5,0
경북,영덕군,기타,3,1,2,0,2,0
경북,청도군,터널안,4,1,7,3,4,0
경북,청도군,기타단일로,125,13,172,66,101,5
경북,청도군,교차로내,72,3,129,46,76,7
경북,청도군,교차로부근,23,1,53,17,36,0
경북,청도군,주차장,2,0,2,1,1,0
경북,청도군,기타,11,0,13,2,9,2
경북,고령군,터널안,2,0,5,2,3,0
경북,고령군,교량위,1,0,2,2,0,0
경북,고령군,고가도로위,2,0,4,1,3,0
경북,고령군,기타단일로,80,3,110,32,73,5
경북,고령군,교차로내,61,2,103,22,80,1
경북,고령군,교차로횡단보도내,4,0,4,2,2,0
경북,고령군,교차로부근,17,0,26,9,17,0
경북,고령군,기타,18,0,25,19,6,0
경북,성주군,교량위,2,1,2,1,1,0
경북,성주군,기타단일로,89,7,125,49,76,0
경북,성주군,교차로내,56,3,84,30,54,0
경북,성주군,교차로횡단보도내,3,0,3,1,2,0
경북,성주군,교차로부근,31,1,44,13,30,1
경북,성주군,주차장,1,0,1,0,1,0
경북,성주군,기타,56,2,69,28,41,0
경북,성주군,불명,21,1,26,8,18,0
경북,칠곡군,터널안,2,0,3,0,3,0
경북,칠곡군,교량위,9,0,15,3,12,0
경북,칠곡군,고가도로위,1,0,1,0,0,1
경북,칠곡군,기타단일로,366,16,542,130,305,107
경북,칠곡군,교차로내,233,1,413,76,272,65
경북,칠곡군,교차로횡단보도내,12,0,13,6,5,2
경북,칠곡군,교차로부근,87,1,137,32,84,21
경북,칠곡군,주차장,11,0,14,3,11,0
경북,칠곡군,기타,15,0,22,4,15,3
경북,예천군,터널안,1,0,1,0,1,0
경북,예천군,교량위,2,0,3,1,2,0
경북,예천군,기타단일로,68,7,93,58,34,1
경북,예천군,교차로내,63,1,88,60,28,0
경북,예천군,교차로횡단보도내,4,1,3,1,1,1
경북,예천군,교차로부근,28,2,39,20,19,0
경북,예천군,주차장,2,0,2,2,0,0
경북,예천군,기타,2,0,2,2,0,0
경북,봉화군,터널안,1,0,1,1,0,0
경북,봉화군,교량위,2,0,2,1,0,1
경북,봉화군,기타단일로,68,5,114,40,72,2
경북,봉화군,교차로내,31,0,55,17,36,2
경북,봉화군,교차로횡단보도내,1,0,1,1,0,0
경북,봉화군,교차로부근,9,2,17,2,15,0
경북,봉화군,주차장,2,0,2,0,2,0
경북,봉화군,기타,8,1,16,11,5,0
경북,울진군,터널안,2,0,3,2,1,0
경북,울진군,교량위,3,1,2,2,0,0
경북,울진군,기타단일로,98,10,115,58,40,17
경북,울진군,교차로내,48,0,69,30,29,10
경북,울진군,교차로횡단보도내,2,0,2,0,2,0
경북,울진군,교차로부근,15,0,19,7,11,1
경북,울진군,주차장,4,1,3,1,2,0
경북,울릉군,기타단일로,4,0,11,3,8,0
경북,울릉군,기타,13,1,31,9,22,0
경북,경산시,터널안,1,0,1,0,1,0
경북,경산시,교량위,3,1,3,1,2,0
경북,경산시,고가도로위,3,0,4,2,2,0
경북,경산시,지하차도(도로)내,1,0,1,0,1,0
경북,경산시,기타단일로,536,20,694,232,439,23
경북,경산시,교차로내,341,9,504,181,311,12
경북,경산시,교차로횡단보도내,33,2,33,13,17,3
경북,경산시,교차로부근,138,6,196,49,143,4
경북,경산시,주차장,14,0,18,4,14,0
경북,경산시,기타,17,1,17,6,11,0
경남,진주시,터널안,1,0,3,0,3,0
경남,진주시,교량위,6,0,23,15,8,0
경남,진주시,기타단일로,364,22,459,246,202,11
경남,진주시,교차로내,250,7,325,149,172,4
경남,진주시,교차로횡단보도내,44,0,50,33,16,1
경남,진주시,교차로부근,77,3,99,38,58,3
경남,진주시,기타,13,1,13,10,3,0
경남,통영시,교량위,2,0,4,0,4,0
경남,통영시,지하차도(도로)내,1,0,1,0,1,0
경남,통영시,기타단일로,347,8,520,144,344,32
경남,통영시,교차로내,218,1,316,80,227,9
경남,통영시,교차로횡단보도내,27,1,27,14,12,1
경남,통영시,교차로부근,81,2,110,28,81,1
경남,통영시,주차장,10,0,14,1,12,1
경남,통영시,기타,6,0,6,3,3,0
경남,김해시,터널안,9,0,21,10,11,0
경남,김해시,교량위,4,0,4,2,1,1
경남,김해시,고가도로위,1,0,1,0,1,0
경남,김해시,지하차도(도로)내,4,0,7,0,7,0
경남,김해시,기타단일로,1025,25,1536,509,961,66
경남,김해시,교차로내,777,6,1176,416,721,39
경남,김해시,교차로횡단보도내,89,0,95,57,36,2
경남,김해시,교차로부근,246,4,379,130,235,14
